order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
o0000000000000000000000000335,c0000000000000000000000000335,delivered,2017-12-14 05:45:10,2017-12-14 16:23:33,2017-12-16 16:27:26,2017-12-18 01:27:37,2017-12-26 05:45:10
o0000000000000000000000000336,c0000000000000000000000000336,delivered,2017-08-09 21:48:39,2017-08-10 09:25:26,2017-08-12 22:23:42,2017-08-19 03:16:42,2017-08-17 21:48:39
o0000000000000000000000000337,c0000000000000000000000000337,delivered,2017-11-18 01:43:20,2017-11-18 08:07:23,2017-11-20 03:28:43,2017-12-18 07:47:25,2017-12-25 01:43:20
o0000000000000000000000000338,c0000000000000000000000000338,delivered,2018-02-22 19:26:46,2018-02-23 11:43:46,2018-03-03 12:19:14,2018-03-17 08:27:57,2018-03-05 19:26:46
o0000000000000000000000000339,c0000000000000000000000000339,delivered,2017-07-05 17:49:42,2017-07-06 08:29:58,2017-07-07 08:03:12,2017-08-02 08:20:29,2017-07-18 17:49:42
o0000000000000000000000000340,c0000000000000000000000000340,delivered,2017-05-01 09:32:37,2017-05-01 21:26:10,2017-05-04 14:32:03,2017-05-19 03:03:01,2017-05-28 09:32:37
o0000000000000000000000000341,c0000000000000000000000000341,delivered,2017-02-28 21:23:13,2017-03-01 06:42:50,2017-03-03 19:23:59,2017-03-09 15:22:31,2017-04-06 21:23:13
o0000000000000000000000000342,c0000000000000000000000000342,delivered,2017-06-19 15:23:37,2017-06-19 23:34:00,2017-06-22 09:50:30,2017-06-25 09:37:02,2017-07-24 15:23:37
o0000000000000000000000000343,c0000000000000000000000000343,delivered,2018-02-28 11:23:04,2018-03-01 04:59:57,2018-03-02 05:16:06,2018-04-04 04:23:58,2018-03-21 11:23:04
o0000000000000000000000000344,c0000000000000000000000000344,delivered,2017-07-11 15:41:12,2017-07-12 00:54:00,2017-07-13 06:18:11,2017-08-02 02:50:45,2017-07-20 15:41:12
o0000000000000000000000000345,c0000000000000000000000000345,delivered,2018-04-09 20:18:17,2018-04-10 03:09:04,2018-04-16 18:44:22,2018-04-30 19:32:23,2018-05-03 20:18:17
o0000000000000000000000000346,c0000000000000000000000000346,delivered,2018-07-28 14:07:03,2018-07-28 21:23:24,2018-08-03 15:25:24,2018-08-28 20:56:40,2018-09-01 14:07:03
o0000000000000000000000000347,c0000000000000000000000000347,delivered,2017-08-29 18:41:28,2017-08-30 14:34:16,2017-09-04 21:51:39,2017-09-11 22:18:16,2017-09-27 18:41:28
o0000000000000000000000000348,c0000000000000000000000000348,delivered,2017-11-19 01:08:04,2017-11-19 04:33:14,2017-11-24 00:12:39,2017-11-28 01:21:00,2017-11-27 01:08:04
o0000000000000000000000000349,c0000000000000000000000000349,delivered,2018-07-05 06:38:00,2018-07-05 20:57:16,2018-07-07 14:59:14,2018-07-13 15:02:29,2018-07-18 06:38:00
o0000000000000000000000000350,c0000000000000000000000000350,delivered,2017-02-25 09:59:37,2017-02-25 20:37:11,2017-03-05 00:25:32,2017-03-29 15:42:21,2017-03-27 09:59:37
o0000000000000000000000000351,c0000000000000000000000000351,delivered,2018-05-22 11:50:48,2018-05-22 13:06:24,2018-05-27 23:45:10,2018-06-09 14:12:23,2018-05-30 11:50:48
o0000000000000000000000000352,c0000000000000000000000000352,delivered,2017-12-04 07:46:58,2017-12-04 18:05:49,2017-12-08 08:47:48,2017-12-19 15:05:29,2017-12-21 07:46:58
o0000000000000000000000000353,c0000000000000000000000000353,delivered,2017-02-25 21:22:03,2017-02-26 01:36:45,2017-02-28 07:23:37,2017-03-25 12:54:47,2017-03-30 21:22:03
o0000000000000000000000000354,c0000000000000000000000000354,delivered,2017-04-17 15:13:08,2017-04-18 07:37:35,2017-04-20 23:25:01,2017-05-03 16:48:28,2017-05-07 15:13:08
o0000000000000000000000000355,c0000000000000000000000000355,delivered,2017-06-24 16:38:31,2017-06-25 05:36:55,2017-06-28 13:04:50,2017-07-07 23:15:05,2017-07-24 16:38:31
o0000000000000000000000000356,c0000000000000000000000000356,delivered,2017-06-10 14:27:15,2017-06-11 05:45:14,2017-06-11 19:58:58,2017-06-13 20:37:05,2017-07-18 14:27:15
o0000000000000000000000000357,c0000000000000000000000000357,delivered,2017-03-02 20:01:10,2017-03-03 13:39:31,2017-03-06 16:18:32,2017-04-04 12:29:58,2017-04-05 20:01:10
o0000000000000000000000000358,c0000000000000000000000000358,delivered,2017-02-19 15:10:53,2017-02-19 15:51:41,2017-02-23 16:43:23,2017-03-03 22:23:18,2017-03-07 15:10:53
o0000000000000000000000000359,c0000000000000000000000000359,delivered,2018-06-04 03:49:03,2018-06-04 20:54:55,2018-06-05 19:34:05,2018-06-13 08:24:56,2018-07-06 03:49:03
o0000000000000000000000000360,c0000000000000000000000000360,delivered,2018-02-10 18:55:43,2018-02-10 20:28:27,2018-02-14 00:22:35,2018-03-19 15:10:20,2018-03-05 18:55:43
o0000000000000000000000000361,c0000000000000000000000000361,delivered,2017-04-28 20:13:22,2017-04-29 12:35:41,2017-05-05 00:04:08,2017-05-23 20:29:20,2017-05-09 20:13:22
o0000000000000000000000000362,c0000000000000000000000000362,delivered,2017-06-25 01:44:14,2017-06-25 18:45:50,2017-06-28 09:21:09,2017-07-05 16:46:44,2017-07-15 01:44:14
o0000000000000000000000000363,c0000000000000000000000000363,delivered,2017-04-22 17:36:16,2017-04-23 02:26:52,2017-04-26 06:58:03,2017-05-13 02:38:44,2017-04-30 17:36:16
o0000000000000000000000000364,c0000000000000000000000000364,delivered,2017-03-16 20:18:37,2017-03-17 04:23:14,2017-03-20 07:32:35,2017-04-07 18:15:33,2017-04-09 20:18:37
o0000000000000000000000000365,c0000000000000000000000000365,delivered,2017-03-02 05:25:44,2017-03-02 12:29:32,2017-03-08 17:18:52,2017-03-12 01:32:51,2017-03-27 05:25:44
o0000000000000000000000000366,c0000000000000000000000000366,delivered,2017-12-06 09:56:58,2017-12-06 16:05:52,2017-12-07 20:08:36,2017-12-17 13:24:57,2018-01-07 09:56:58
o0000000000000000000000000367,c0000000000000000000000000367,delivered,2017-05-05 22:42:12,2017-05-05 23:26:41,2017-05-10 03:43:20,2017-05-27 12:24:32,2017-06-09 22:42:12
o0000000000000000000000000368,c0000000000000000000000000368,delivered,2018-04-07 08:42:26,2018-04-08 03:44:11,2018-04-08 15:28:54,2018-05-09 09:14:18,2018-05-03 08:42:26
o0000000000000000000000000369,c0000000000000000000000000369,delivered,2018-05-17 10:40:43,2018-05-17 13:23:52,2018-05-21 01:20:20,2018-05-25 00:55:00,2018-05-28 10:40:43
o0000000000000000000000000370,c0000000000000000000000000370,invoiced,2018-02-19 11:17:08,2018-02-19 23:22:37,2018-02-23 01:07:26,,2018-03-06 11:17:08
o0000000000000000000000000371,c0000000000000000000000000371,delivered,2017-01-18 23:28:03,2017-01-19 06:57:36,2017-01-21 00:40:49,2017-01-25 19:16:08,2017-01-27 23:28:03
o0000000000000000000000000372,c0000000000000000000000000372,delivered,2017-11-07 23:37:13,2017-11-08 02:13:15,2017-11-09 18:55:18,2017-12-07 00:55:32,2017-12-15 23:37:13
o0000000000000000000000000373,c0000000000000000000000000373,delivered,2017-02-15 23:32:53,2017-02-16 10:50:42,2017-02-22 11:43:24,2017-02-28 02:19:58,2017-03-09 23:32:53
o0000000000000000000000000374,c0000000000000000000000000374,delivered,2017-01-09 22:48:49,2017-01-10 01:24:19,2017-01-17 12:33:06,2017-01-28 14:19:24,2017-02-16 22:48:49
o0000000000000000000000000375,c0000000000000000000000000375,delivered,2017-12-22 19:05:11,2017-12-23 14:58:13,2017-12-29 18:19:07,2018-01-19 14:09:11,2018-01-27 19:05:11
o0000000000000000000000000376,c0000000000000000000000000376,delivered,2017-08-02 10:00:49,2017-08-02 23:04:19,2017-08-05 11:32:22,2017-08-24 23:35:04,2017-08-27 10:00:49
o0000000000000000000000000377,c0000000000000000000000000377,delivered,2017-05-02 13:30:22,2017-05-02 23:59:06,2017-05-06 19:39:29,2017-05-11 04:00:30,2017-06-01 13:30:22
o0000000000000000000000000378,c0000000000000000000000000378,delivered,2017-10-09 18:53:27,2017-10-10 11:22:27,2017-10-11 19:47:34,2017-11-09 08:19:03,2017-11-13 18:53:27
o0000000000000000000000000379,c0000000000000000000000000379,delivered,2018-04-03 17:53:56,2018-04-04 08:30:02,2018-04-09 05:13:44,2018-04-11 08:24:41,2018-05-10 17:53:56
o0000000000000000000000000380,c0000000000000000000000000380,delivered,2018-07-02 16:16:47,2018-07-03 04:54:00,2018-07-07 00:22:18,2018-07-26 22:05:13,2018-07-24 16:16:47
o0000000000000000000000000381,c0000000000000000000000000381,delivered,2017-04-13 18:32:12,2017-04-14 03:00:59,2017-04-18 02:22:41,2017-04-29 14:29:21,2017-05-06 18:32:12
o0000000000000000000000000382,c0000000000000000000000000382,delivered,2018-07-14 07:43:37,2018-07-14 14:22:11,2018-07-17 07:21:31,2018-07-27 18:56:10,2018-08-11 07:43:37
o0000000000000000000000000383,c0000000000000000000000000383,delivered,2018-03-22 07:52:04,2018-03-22 13:14:51,2018-03-29 18:09:36,2018-04-07 15:29:43,2018-04-26 07:52:04
o0000000000000000000000000384,c0000000000000000000000000384,delivered,2017-07-10 05:27:59,2017-07-10 17:38:40,2017-07-12 09:31:22,2017-07-24 21:38:51,2017-08-11 05:27:59
o0000000000000000000000000385,c0000000000000000000000000385,delivered,2017-01-14 23:44:09,2017-01-15 12:26:26,2017-01-17 05:46:08,2017-01-19 03:40:28,2017-01-29 23:44:09
o0000000000000000000000000386,c0000000000000000000000000386,delivered,2018-06-15 05:57:35,2018-06-15 08:03:06,2018-06-18 00:54:11,2018-06-23 23:22:36,2018-07-12 05:57:35
o0000000000000000000000000387,c0000000000000000000000000387,delivered,2017-08-16 03:11:54,2017-08-16 10:46:43,2017-08-22 17:00:33,2017-08-23 17:58:52,2017-08-25 03:11:54
o0000000000000000000000000388,c0000000000000000000000000388,delivered,2018-04-30 11:28:23,2018-05-01 02:43:58,2018-05-03 22:33:21,2018-05-11 16:21:33,2018-05-27 11:28:23
o0000000000000000000000000389,c0000000000000000000000000389,delivered,2017-09-03 15:07:17,2017-09-03 16:51:22,2017-09-05 04:27:23,2017-09-16 04:34:22,2017-09-18 15:07:17
o0000000000000000000000000390,c0000000000000000000000000390,delivered,2017-07-06 00:24:11,2017-07-06 18:12:58,2017-07-07 15:34:31,2017-07-21 01:38:28,2017-07-27 00:24:11
o0000000000000000000000000391,c0000000000000000000000000391,delivered,2017-04-25 23:27:29,2017-04-26 01:30:59,2017-04-29 02:16:00,2017-05-29 16:16:20,2017-06-01 23:27:29
o0000000000000000000000000392,c0000000000000000000000000392,delivered,2017-11-20 18:16:59,2017-11-21 07:11:12,2017-11-24 00:21:54,2017-12-08 10:52:49,2017-12-11 18:16:59
o0000000000000000000000000393,c0000000000000000000000000393,delivered,2018-07-25 16:52:47,2018-07-25 18:53:18,2018-07-27 23:10:53,2018-08-14 20:20:03,2018-09-01 16:52:47
o0000000000000000000000000394,c0000000000000000000000000394,delivered,2017-02-15 02:54:32,2017-02-15 15:05:43,2017-02-23 17:18:36,2017-03-09 23:28:13,2017-03-12 02:54:32
o0000000000000000000000000395,c0000000000000000000000000395,delivered,2018-06-13 10:05:48,2018-06-13 20:15:07,2018-06-14 12:26:03,2018-07-01 05:52:31,2018-07-08 10:05:48
o0000000000000000000000000396,c0000000000000000000000000396,delivered,2017-01-23 00:54:17,2017-01-23 01:40:33,2017-01-31 03:38:08,2017-02-02 21:02:55,2017-02-11 00:54:17
o0000000000000000000000000397,c0000000000000000000000000397,delivered,2018-06-29 20:40:47,2018-06-30 07:06:12,2018-07-01 05:15:12,2018-07-20 09:08:44,2018-07-10 20:40:47
o0000000000000000000000000398,c0000000000000000000000000398,delivered,2017-11-20 10:37:35,2017-11-20 13:09:25,2017-11-22 15:47:49,2017-11-24 00:00:38,2017-12-27 10:37:35
o0000000000000000000000000399,c0000000000000000000000000399,delivered,2018-06-28 21:55:11,2018-06-29 15:14:19,2018-06-30 16:04:19,2018-07-24 14:57:26,2018-07-09 21:55:11
o0000000000000000000000000400,c0000000000000000000000000400,delivered,2018-04-25 21:48:11,2018-04-25 22:43:49,2018-04-28 21:22:09,2018-05-13 04:23:40,2018-05-16 21:48:11
o0000000000000000000000000401,c0000000000000000000000000401,delivered,2018-01-15 20:35:02,2018-01-16 00:28:30,2018-01-21 07:21:54,2018-01-26 04:54:13,2018-02-16 20:35:02
o0000000000000000000000000402,c0000000000000000000000000402,delivered,2018-03-10 22:19:17,2018-03-11 07:12:50,2018-03-13 20:49:48,2018-04-13 01:13:45,2018-04-14 22:19:17
o0000000000000000000000000403,c0000000000000000000000000403,shipped,2017-12-09 04:55:01,2017-12-09 08:21:53,2017-12-14 00:30:30,,2017-12-29 04:55:01
o0000000000000000000000000404,c0000000000000000000000000404,delivered,2017-03-30 22:30:07,2017-03-31 09:41:52,2017-04-05 01:53:39,2017-04-23 12:30:46,2017-04-29 22:30:07
o0000000000000000000000000405,c0000000000000000000000000405,delivered,2018-05-19 12:55:30,2018-05-20 00:56:40,2018-05-23 12:17:26,2018-05-24 12:24:22,2018-05-28 12:55:30
o0000000000000000000000000406,c0000000000000000000000000406,delivered,2017-09-09 05:25:40,2017-09-09 12:21:06,2017-09-13 11:36:06,2017-09-24 03:03:08,2017-10-06 05:25:40
o0000000000000000000000000407,c0000000000000000000000000407,delivered,2017-07-04 01:52:08,2017-07-04 13:26:51,2017-07-06 05:20:04,2017-07-20 21:16:56,2017-08-06 01:52:08
o0000000000000000000000000408,c0000000000000000000000000408,delivered,2017-02-16 03:57:58,2017-02-16 04:18:14,2017-02-18 07:30:07,2017-03-03 09:52:33,2017-03-28 03:57:58
o0000000000000000000000000409,c0000000000000000000000000409,delivered,2017-01-21 13:11:51,2017-01-21 15:36:32,2017-01-25 18:05:34,2017-01-31 08:49:27,2017-02-13 13:11:51
o0000000000000000000000000410,c0000000000000000000000000410,delivered,2017-11-25 08:27:27,2017-11-25 09:27:43,2017-11-29 06:00:19,2017-12-20 10:54:47,2017-12-09 08:27:27
o0000000000000000000000000411,c0000000000000000000000000411,shipped,2018-07-29 01:37:48,2018-07-29 14:01:07,2018-07-30 21:02:35,,2018-08-09 01:37:48
o0000000000000000000000000412,c0000000000000000000000000412,delivered,2018-02-14 02:20:59,2018-02-14 06:55:36,2018-02-17 14:48:07,2018-03-04 14:33:17,2018-03-23 02:20:59
o0000000000000000000000000413,c0000000000000000000000000413,delivered,2018-05-07 18:32:06,2018-05-08 13:53:45,2018-05-14 18:45:55,2018-05-15 21:35:48,2018-05-20 18:32:06
o0000000000000000000000000414,c0000000000000000000000000414,delivered,2018-03-06 07:37:56,2018-03-07 03:25:40,2018-03-10 05:43:13,2018-03-31 03:24:17,2018-03-21 07:37:56
o0000000000000000000000000415,c0000000000000000000000000415,delivered,2017-06-15 04:27:10,2017-06-15 22:57:32,2017-06-16 17:58:28,2017-07-01 15:47:17,2017-07-11 04:27:10
o0000000000000000000000000416,c0000000000000000000000000416,delivered,2018-07-04 05:09:52,2018-07-04 05:48:51,2018-07-06 21:53:22,2018-07-29 05:00:26,2018-08-13 05:09:52
o0000000000000000000000000417,c0000000000000000000000000417,delivered,2017-09-24 16:42:53,2017-09-25 11:58:19,2017-09-30 18:33:05,2017-10-17 12:11:25,2017-10-28 16:42:53
o0000000000000000000000000418,c0000000000000000000000000418,delivered,2017-07-29 15:59:34,2017-07-30 06:22:55,2017-08-02 09:19:10,2017-08-18 08:52:03,2017-08-13 15:59:34
o0000000000000000000000000419,c0000000000000000000000000419,delivered,2018-02-02 15:57:36,2018-02-02 22:42:25,2018-02-08 06:04:26,2018-02-21 14:41:13,2018-02-12 15:57:36
o0000000000000000000000000420,c0000000000000000000000000420,delivered,2018-05-11 17:28:34,2018-05-11 22:46:15,2018-05-15 08:51:20,2018-05-20 00:12:41,2018-06-07 17:28:34
o0000000000000000000000000421,c0000000000000000000000000421,delivered,2017-04-08 13:59:09,2017-04-09 00:35:08,2017-04-13 10:19:16,2017-04-15 01:06:37,2017-04-20 13:59:09
o0000000000000000000000000422,c0000000000000000000000000422,delivered,2018-03-04 18:36:02,2018-03-05 01:59:56,2018-03-05 23:25:39,2018-03-21 14:18:51,2018-04-02 18:36:02
o0000000000000000000000000423,c0000000000000000000000000423,delivered,2017-04-13 09:03:35,2017-04-14 04:39:05,2017-04-15 02:44:58,2017-04-20 01:57:43,2017-05-03 09:03:35
o0000000000000000000000000424,c0000000000000000000000000424,delivered,2017-04-24 08:06:17,2017-04-24 10:36:35,2017-04-28 03:15:28,2017-05-02 02:19:46,2017-05-15 08:06:17
o0000000000000000000000000425,c0000000000000000000000000425,delivered,2017-04-12 20:36:48,2017-04-13 06:51:28,2017-04-18 03:50:26,2017-04-21 00:30:53,2017-05-06 20:36:48
o0000000000000000000000000426,c0000000000000000000000000426,delivered,2017-04-14 03:57:19,2017-04-14 19:12:43,2017-04-17 18:37:59,2017-05-12 01:36:02,2017-05-20 03:57:19
o0000000000000000000000000427,c0000000000000000000000000427,delivered,2018-05-07 19:26:37,2018-05-08 07:43:26,2018-05-11 16:31:41,2018-06-09 04:36:53,2018-06-14 19:26:37
o0000000000000000000000000428,c0000000000000000000000000428,delivered,2017-08-16 01:46:20,2017-08-16 10:13:53,2017-08-18 22:33:00,2017-08-25 18:00:41,2017-09-19 01:46:20
o0000000000000000000000000429,c0000000000000000000000000429,delivered,2018-07-04 07:55:27,2018-07-05 02:52:08,2018-07-11 21:54:03,2018-07-16 04:17:28,2018-08-12 07:55:27
o0000000000000000000000000430,c0000000000000000000000000430,delivered,2017-11-28 05:58:20,2017-11-28 17:17:47,2017-12-04 00:08:14,2017-12-20 13:17:14,2017-12-22 05:58:20
o0000000000000000000000000431,c0000000000000000000000000431,delivered,2017-07-12 03:33:05,2017-07-12 17:10:09,2017-07-18 15:43:18,2017-07-19 16:26:06,2017-07-21 03:33:05
o0000000000000000000000000432,c0000000000000000000000000432,delivered,2017-10-11 21:20:49,2017-10-12 08:55:42,2017-10-14 23:54:22,2017-10-23 20:00:41,2017-10-24 21:20:49
o0000000000000000000000000433,c0000000000000000000000000433,delivered,2018-01-11 07:20:39,2018-01-11 08:59:24,2018-01-12 09:56:13,2018-01-20 14:19:46,2018-02-15 07:20:39
o0000000000000000000000000434,c0000000000000000000000000434,delivered,2017-04-26 14:11:28,2017-04-27 06:39:27,2017-05-04 01:07:16,2017-05-09 02:54:46,2017-05-13 14:11:28
o0000000000000000000000000435,c0000000000000000000000000435,delivered,2018-07-26 19:25:05,2018-07-27 00:13:52,2018-08-01 06:16:18,2018-08-24 18:25:31,2018-08-11 19:25:05
o0000000000000000000000000436,c0000000000000000000000000436,canceled,2018-07-14 06:05:16,2018-07-14 16:19:14,2018-07-17 03:37:57,,2018-08-04 06:05:16
o0000000000000000000000000437,c0000000000000000000000000437,delivered,2017-05-13 08:09:40,2017-05-13 22:14:42,2017-05-15 00:33:11,2017-05-21 08:50:13,2017-06-20 08:09:40
o0000000000000000000000000438,c0000000000000000000000000438,delivered,2017-08-28 09:12:28,2017-08-28 12:31:34,2017-08-31 20:24:55,2017-09-20 14:35:52,2017-09-14 09:12:28
o0000000000000000000000000439,c0000000000000000000000000439,delivered,2018-05-19 03:50:47,2018-05-19 22:08:06,2018-05-20 15:54:16,2018-06-04 16:57:59,2018-06-06 03:50:47
o0000000000000000000000000440,c0000000000000000000000000440,delivered,2017-03-15 23:17:39,2017-03-16 12:29:26,2017-03-19 06:35:13,2017-03-28 17:51:32,2017-03-29 23:17:39
o0000000000000000000000000441,c0000000000000000000000000441,delivered,2018-06-07 18:29:21,2018-06-08 02:18:46,2018-06-10 20:00:39,2018-06-25 13:44:12,2018-06-15 18:29:21
o0000000000000000000000000442,c0000000000000000000000000442,delivered,2018-01-14 04:49:01,2018-01-14 15:12:14,2018-01-17 09:31:38,2018-02-02 02:24:55,2018-02-07 04:49:01
o0000000000000000000000000443,c0000000000000000000000000443,delivered,2018-02-16 05:24:18,2018-02-16 08:06:21,2018-02-20 02:16:44,2018-02-22 02:31:44,2018-03-01 05:24:18
o0000000000000000000000000444,c0000000000000000000000000444,delivered,2018-05-12 04:15:28,2018-05-12 14:51:13,2018-05-17 15:26:34,2018-05-24 08:10:14,2018-05-30 04:15:28
o0000000000000000000000000445,c0000000000000000000000000445,delivered,2018-05-31 16:34:25,2018-06-01 02:02:24,2018-06-02 08:44:11,2018-06-07 08:50:40,2018-06-12 16:34:25
o0000000000000000000000000446,c0000000000000000000000000446,delivered,2018-04-27 09:47:18,2018-04-27 11:23:05,2018-04-28 23:06:29,2018-05-08 09:55:38,2018-05-14 09:47:18
o0000000000000000000000000447,c0000000000000000000000000447,delivered,2017-07-16 23:23:28,2017-07-17 04:58:44,2017-07-24 14:32:14,2017-07-29 16:16:04,2017-07-31 23:23:28
o0000000000000000000000000448,c0000000000000000000000000448,delivered,2018-04-28 18:44:52,2018-04-29 14:01:12,2018-05-01 01:49:47,2018-05-02 08:15:11,2018-05-23 18:44:52
o0000000000000000000000000449,c0000000000000000000000000449,delivered,2017-10-09 11:54:44,2017-10-10 00:07:26,2017-10-14 00:22:29,2017-10-18 00:12:50,2017-11-10 11:54:44
o0000000000000000000000000450,c0000000000000000000000000450,delivered,2018-03-06 11:12:06,2018-03-06 18:16:42,2018-03-08 00:52:15,2018-03-14 22:57:31,2018-03-16 11:12:06
o0000000000000000000000000451,c0000000000000000000000000451,delivered,2017-09-15 08:18:17,2017-09-15 09:27:04,2017-09-16 22:49:37,2017-09-23 00:22:04,2017-10-03 08:18:17
o0000000000000000000000000452,c0000000000000000000000000452,delivered,2017-10-14 21:07:27,2017-10-15 01:00:39,2017-10-20 14:44:10,2017-11-19 00:42:42,2017-11-22 21:07:27
o0000000000000000000000000453,c0000000000000000000000000453,delivered,2017-02-23 20:54:00,2017-02-24 11:11:28,2017-02-26 02:11:15,2017-03-15 10:21:49,2017-03-19 20:54:00
o0000000000000000000000000454,c0000000000000000000000000454,delivered,2018-01-09 20:03:02,2018-01-10 00:31:36,2018-01-14 08:19:48,2018-02-02 11:12:53,2018-02-16 20:03:02
o0000000000000000000000000455,c0000000000000000000000000455,delivered,2017-08-02 14:55:27,2017-08-03 08:56:43,2017-08-08 14:06:33,2017-08-23 17:27:15,2017-08-14 14:55:27
o0000000000000000000000000456,c0000000000000000000000000456,delivered,2017-05-12 10:54:45,2017-05-12 18:00:35,2017-05-16 23:45:38,2017-05-18 21:07:08,2017-06-03 10:54:45
o0000000000000000000000000457,c0000000000000000000000000457,delivered,2018-02-16 18:06:05,2018-02-17 04:01:10,2018-02-21 08:24:15,2018-02-26 03:48:16,2018-03-21 18:06:05
o0000000000000000000000000458,c0000000000000000000000000458,delivered,2017-02-06 17:07:50,2017-02-07 01:31:20,2017-02-11 07:55:20,2017-02-17 01:14:42,2017-02-25 17:07:50
o0000000000000000000000000459,c0000000000000000000000000459,delivered,2017-04-17 11:52:30,2017-04-17 20:01:24,2017-04-25 06:06:13,2017-05-02 07:44:54,2017-04-30 11:52:30
o0000000000000000000000000460,c0000000000000000000000000460,delivered,2017-11-22 01:28:27,2017-11-22 18:41:22,2017-11-26 00:36:19,2017-12-23 21:43:16,2017-12-11 01:28:27
o0000000000000000000000000461,c0000000000000000000000000461,delivered,2018-04-11 18:10:21,2018-04-12 00:32:36,2018-04-15 03:39:01,2018-04-21 21:11:49,2018-04-29 18:10:21
o0000000000000000000000000462,c0000000000000000000000000462,delivered,2017-05-23 01:41:04,2017-05-23 04:41:02,2017-05-28 02:33:15,2017-06-12 08:37:29,2017-06-02 01:41:04
o0000000000000000000000000463,c0000000000000000000000000463,delivered,2017-06-13 00:54:44,2017-06-13 03:47:41,2017-06-18 21:38:13,2017-07-06 10:41:44,2017-07-18 00:54:44
o0000000000000000000000000464,c0000000000000000000000000464,delivered,2017-04-19 12:30:59,2017-04-19 14:28:57,2017-04-20 23:05:22,2017-05-04 19:18:50,2017-05-08 12:30:59
o0000000000000000000000000465,c0000000000000000000000000465,delivered,2017-02-26 22:06:55,2017-02-27 17:07:28,2017-02-28 22:27:09,2017-03-13 15:29:27,2017-03-19 22:06:55
o0000000000000000000000000466,c0000000000000000000000000466,delivered,2018-04-22 22:22:19,2018-04-23 05:55:59,2018-04-24 17:43:23,2018-05-12 14:29:11,2018-05-15 22:22:19
o0000000000000000000000000467,c0000000000000000000000000467,delivered,2017-05-27 05:26:09,2017-05-27 05:50:33,2017-06-02 21:41:53,2017-06-05 17:18:17,2017-07-02 05:26:09
o0000000000000000000000000468,c0000000000000000000000000468,delivered,2017-06-14 08:00:15,2017-06-14 13:52:33,2017-06-17 01:05:44,2017-06-19 04:05:37,2017-06-29 08:00:15
o0000000000000000000000000469,c0000000000000000000000000469,delivered,2017-12-22 00:57:46,2017-12-22 09:50:14,2017-12-23 03:33:35,2017-12-29 18:46:13,2018-01-31 00:57:46
o0000000000000000000000000470,c0000000000000000000000000470,delivered,2017-10-19 17:28:26,2017-10-19 22:08:01,2017-10-27 10:15:14,2017-10-29 22:03:08,2017-11-24 17:28:26
o0000000000000000000000000471,c0000000000000000000000000471,delivered,2017-01-23 04:10:44,2017-01-23 22:13:44,2017-01-27 03:42:06,2017-02-05 05:01:02,2017-02-03 04:10:44
o0000000000000000000000000472,c0000000000000000000000000472,delivered,2017-10-11 01:18:26,2017-10-11 06:27:29,2017-10-14 05:52:49,2017-10-17 03:19:06,2017-10-28 01:18:26
o0000000000000000000000000473,c0000000000000000000000000473,delivered,2018-07-24 18:45:09,2018-07-24 21:25:41,2018-07-28 22:14:20,2018-08-08 00:10:54,2018-08-27 18:45:09
o0000000000000000000000000474,c0000000000000000000000000474,delivered,2018-03-29 10:34:25,2018-03-29 17:58:09,2018-04-05 18:10:11,2018-04-25 21:01:57,2018-05-02 10:34:25
o0000000000000000000000000475,c0000000000000000000000000475,delivered,2017-04-15 01:00:19,2017-04-15 09:58:34,2017-04-21 04:05:51,2017-05-07 03:38:05,2017-05-04 01:00:19
o0000000000000000000000000476,c0000000000000000000000000476,delivered,2017-11-03 03:35:02,2017-11-03 16:13:12,2017-11-11 04:05:16,2017-11-13 21:48:08,2017-11-16 03:35:02
o0000000000000000000000000477,c0000000000000000000000000477,delivered,2017-08-28 13:29:38,2017-08-29 00:14:00,2017-09-02 18:59:09,2017-09-08 07:17:07,2017-10-05 13:29:38
o0000000000000000000000000478,c0000000000000000000000000478,delivered,2018-02-02 01:06:23,2018-02-02 17:30:06,2018-02-03 11:44:24,2018-02-08 21:10:48,2018-03-10 01:06:23
o0000000000000000000000000479,c0000000000000000000000000479,delivered,2018-07-09 19:53:31,2018-07-10 02:26:31,2018-07-14 19:00:44,2018-08-07 09:57:37,2018-08-08 19:53:31
o0000000000000000000000000480,c0000000000000000000000000480,delivered,2017-01-24 08:13:51,2017-01-24 23:16:51,2017-01-25 14:14:19,2017-02-12 21:28:12,2017-02-22 08:13:51
o0000000000000000000000000481,c0000000000000000000000000481,delivered,2018-06-29 01:21:56,2018-06-29 15:48:15,2018-07-04 06:11:45,2018-07-05 09:23:52,2018-07-12 01:21:56
o0000000000000000000000000482,c0000000000000000000000000482,delivered,2018-05-14 08:23:04,2018-05-14 08:46:32,2018-05-16 06:51:43,2018-05-23 01:51:37,2018-05-26 08:23:04
o0000000000000000000000000483,c0000000000000000000000000483,delivered,2017-04-22 03:39:32,2017-04-22 20:02:47,2017-04-23 15:43:20,2017-04-27 13:17:32,2017-05-11 03:39:32
o0000000000000000000000000484,c0000000000000000000000000484,delivered,2018-03-01 08:25:00,2018-03-01 19:07:18,2018-03-04 14:40:51,2018-03-21 14:37:38,2018-03-27 08:25:00
