order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
o0000000000000000000000000373,1,p0000000000000000000000000107,s0000000000000000000000000004,2017-02-21 21:37:39,101.15,39.55
o0000000000000000000000000373,2,p0000000000000000000000000032,s0000000000000000000000000004,2017-02-21 21:37:39,371.18,36.06
o0000000000000000000000000373,3,p0000000000000000000000000104,s0000000000000000000000000004,2017-02-21 21:37:39,273.55,38.58
o0000000000000000000000000374,1,p0000000000000000000000000032,s0000000000000000000000000016,2017-01-16 05:15:09,349.35,32.12
o0000000000000000000000000374,2,p0000000000000000000000000006,s0000000000000000000000000016,2017-01-16 05:15:09,279.74,33.05
o0000000000000000000000000375,1,p0000000000000000000000000115,s0000000000000000000000000002,2017-12-30 07:40:14,299.39,27.34
o0000000000000000000000000376,1,p0000000000000000000000000024,s0000000000000000000000000024,2017-08-05 11:27:42,102.12,32.5
o0000000000000000000000000377,1,p0000000000000000000000000030,s0000000000000000000000000036,2017-05-06 10:46:30,123.68,17.94
o0000000000000000000000000377,2,p0000000000000000000000000057,s0000000000000000000000000036,2017-05-06 10:46:30,355.52,16.75
o0000000000000000000000000377,3,p0000000000000000000000000066,s0000000000000000000000000036,2017-05-06 10:46:30,395.66,19.54
o0000000000000000000000000378,1,p0000000000000000000000000133,s0000000000000000000000000023,2017-10-17 10:30:39,60.96,27.51
o0000000000000000000000000379,1,p0000000000000000000000000131,s0000000000000000000000000020,2018-04-07 18:11:14,272.77,21.81
o0000000000000000000000000380,1,p0000000000000000000000000067,s0000000000000000000000000015,2018-07-06 22:27:14,194.4,26.99
o0000000000000000000000000381,1,p0000000000000000000000000123,s0000000000000000000000000016,2017-04-19 13:24:16,217.82,31.58
o0000000000000000000000000381,2,p0000000000000000000000000076,s0000000000000000000000000016,2017-04-19 13:24:16,338.19,31.1
o0000000000000000000000000382,1,p0000000000000000000000000088,s0000000000000000000000000042,2018-07-17 09:05:56,282.42,39.16
o0000000000000000000000000383,1,p0000000000000000000000000013,s0000000000000000000000000020,2018-03-29 04:22:05,116.11,22.95
o0000000000000000000000000384,1,p0000000000000000000000000085,s0000000000000000000000000001,2017-07-12 08:30:26,365.94,10.68
o0000000000000000000000000384,2,p0000000000000000000000000141,s0000000000000000000000000001,2017-07-12 08:30:26,36.62,6.38
o0000000000000000000000000384,3,p0000000000000000000000000053,s0000000000000000000000000001,2017-07-12 08:30:26,152.49,7.27
o0000000000000000000000000384,4,p0000000000000000000000000040,s0000000000000000000000000001,2017-07-12 08:30:26,337.2,8.46
o0000000000000000000000000385,1,p0000000000000000000000000096,s0000000000000000000000000044,2017-01-18 14:58:11,266.25,37.54
o0000000000000000000000000386,1,p0000000000000000000000000108,s0000000000000000000000000037,2018-06-18 09:56:12,210.79,21.16
o0000000000000000000000000386,2,p0000000000000000000000000070,s0000000000000000000000000037,2018-06-18 09:56:12,190.06,21.62
o0000000000000000000000000387,1,p0000000000000000000000000059,s0000000000000000000000000034,2017-08-20 20:19:31,185.47,12.63
o0000000000000000000000000387,2,p0000000000000000000000000027,s0000000000000000000000000034,2017-08-20 20:19:31,261.41,11.76
o0000000000000000000000000388,1,p0000000000000000000000000038,s0000000000000000000000000003,2018-05-03 23:45:53,26.17,26.82
o0000000000000000000000000388,2,p0000000000000000000000000153,s0000000000000000000000000003,2018-05-03 23:45:53,169.74,22.72
o0000000000000000000000000389,1,p0000000000000000000000000112,s0000000000000000000000000008,2017-09-06 14:27:47,349.46,7.68
o0000000000000000000000000389,2,p0000000000000000000000000108,s0000000000000000000000000008,2017-09-06 14:27:47,204.13,10.75
o0000000000000000000000000390,1,p0000000000000000000000000095,s0000000000000000000000000036,2017-07-08 20:46:54,213.52,22.74
o0000000000000000000000000390,2,p0000000000000000000000000118,s0000000000000000000000000036,2017-07-08 20:46:54,93.72,23.21
o0000000000000000000000000391,1,p0000000000000000000000000017,s0000000000000000000000000029,2017-04-28 08:15:28,147.98,22.09
o0000000000000000000000000392,1,p0000000000000000000000000067,s0000000000000000000000000012,2017-11-23 16:13:54,230.7,22.32
o0000000000000000000000000393,1,p0000000000000000000000000082,s0000000000000000000000000051,2018-07-28 13:31:11,42.18,34.51
o0000000000000000000000000393,2,p0000000000000000000000000035,s0000000000000000000000000051,2018-07-28 13:31:11,210.54,31.33
o0000000000000000000000000394,1,p0000000000000000000000000111,s0000000000000000000000000013,2017-02-22 19:03:34,229.47,40.68
o0000000000000000000000000394,2,p0000000000000000000000000064,s0000000000000000000000000013,2017-02-22 19:03:34,277.92,41.08
o0000000000000000000000000394,3,p0000000000000000000000000111,s0000000000000000000000000013,2017-02-22 19:03:34,265.01,38.8
o0000000000000000000000000394,4,p0000000000000000000000000093,s0000000000000000000000000013,2017-02-22 19:03:34,343.88,42.36
o0000000000000000000000000395,1,p0000000000000000000000000101,s0000000000000000000000000000,2018-06-15 14:55:29,29.04,38.87
o0000000000000000000000000395,2,p0000000000000000000000000064,s0000000000000000000000000000,2018-06-15 14:55:29,118.38,35.04
o0000000000000000000000000396,1,p0000000000000000000000000033,s0000000000000000000000000057,2017-01-29 06:31:01,44.14,40.26
o0000000000000000000000000396,2,p0000000000000000000000000030,s0000000000000000000000000057,2017-01-29 06:31:01,33.75,39.08
o0000000000000000000000000397,1,p0000000000000000000000000128,s0000000000000000000000000042,2018-07-06 21:18:39,69.24,29.38
o0000000000000000000000000398,1,p0000000000000000000000000023,s0000000000000000000000000029,2017-11-26 14:53:32,82.81,13.18
o0000000000000000000000000399,1,p0000000000000000000000000073,s0000000000000000000000000047,2018-07-01 17:02:01,81.07,34.59
o0000000000000000000000000399,2,p0000000000000000000000000080,s0000000000000000000000000047,2018-07-01 17:02:01,172.63,38.76
o0000000000000000000000000400,1,p0000000000000000000000000111,s0000000000000000000000000053,2018-04-28 20:13:28,146.61,21.79
o0000000000000000000000000401,1,p0000000000000000000000000008,s0000000000000000000000000008,2018-01-19 19:05:41,137.08,13.53
o0000000000000000000000000402,1,p0000000000000000000000000121,s0000000000000000000000000039,2018-03-16 09:15:38,335.63,37.29
o0000000000000000000000000403,1,p0000000000000000000000000145,s0000000000000000000000000010,2017-12-16 12:35:12,303.72,26.0
o0000000000000000000000000403,2,p0000000000000000000000000085,s0000000000000000000000000010,2017-12-16 12:35:12,317.96,25.54
o0000000000000000000000000403,3,p0000000000000000000000000023,s0000000000000000000000000010,2017-12-16 12:35:12,132.0,29.81
o0000000000000000000000000404,1,p0000000000000000000000000140,s0000000000000000000000000049,2017-04-04 19:14:22,278.47,21.39
o0000000000000000000000000405,1,p0000000000000000000000000155,s0000000000000000000000000034,2018-05-24 11:14:30,81.13,9.07
o0000000000000000000000000406,1,p0000000000000000000000000123,s0000000000000000000000000041,2017-09-12 03:08:07,25.51,28.59
o0000000000000000000000000407,1,p0000000000000000000000000013,s0000000000000000000000000024,2017-07-06 03:32:15,129.55,24.82
o0000000000000000000000000407,2,p0000000000000000000000000029,s0000000000000000000000000024,2017-07-06 03:32:15,246.21,28.08
o0000000000000000000000000408,1,p0000000000000000000000000116,s0000000000000000000000000059,2017-02-19 17:05:40,180.74,39.54
o0000000000000000000000000408,2,p0000000000000000000000000010,s0000000000000000000000000059,2017-02-19 17:05:40,59.16,39.69
o0000000000000000000000000409,1,p0000000000000000000000000136,s0000000000000000000000000046,2017-01-27 23:34:03,48.69,18.06
o0000000000000000000000000410,1,p0000000000000000000000000020,s0000000000000000000000000020,2017-11-28 05:35:22,143.06,22.2
o0000000000000000000000000411,1,p0000000000000000000000000121,s0000000000000000000000000034,2018-08-01 12:43:49,95.5,15.1
o0000000000000000000000000411,2,p0000000000000000000000000070,s0000000000000000000000000034,2018-08-01 12:43:49,301.79,14.16
o0000000000000000000000000411,3,p0000000000000000000000000070,s0000000000000000000000000034,2018-08-01 12:43:49,206.61,9.77
o0000000000000000000000000412,1,p0000000000000000000000000152,s0000000000000000000000000039,2018-02-20 08:52:57,139.56,36.39
o0000000000000000000000000413,1,p0000000000000000000000000135,s0000000000000000000000000040,2018-05-15 16:22:03,155.25,15.84
o0000000000000000000000000414,1,p0000000000000000000000000055,s0000000000000000000000000024,2018-03-09 02:35:48,93.99,20.03
o0000000000000000000000000414,2,p0000000000000000000000000074,s0000000000000000000000000024,2018-03-09 02:35:48,81.31,20.32
o0000000000000000000000000414,3,p0000000000000000000000000102,s0000000000000000000000000024,2018-03-09 02:35:48,225.43,21.48
o0000000000000000000000000415,1,p0000000000000000000000000085,s0000000000000000000000000010,2017-06-18 06:01:51,308.02,17.78
o0000000000000000000000000415,2,p0000000000000000000000000025,s0000000000000000000000000010,2017-06-18 06:01:51,160.74,17.76
o0000000000000000000000000415,3,p0000000000000000000000000107,s0000000000000000000000000010,2017-06-18 06:01:51,171.19,17.66
o0000000000000000000000000416,1,p0000000000000000000000000041,s0000000000000000000000000038,2018-07-10 03:21:26,189.61,28.5
o0000000000000000000000000416,2,p0000000000000000000000000061,s0000000000000000000000000038,2018-07-10 03:21:26,79.98,29.78
o0000000000000000000000000416,3,p0000000000000000000000000051,s0000000000000000000000000038,2018-07-10 03:21:26,137.22,25.92
o0000000000000000000000000417,1,p0000000000000000000000000120,s0000000000000000000000000000,2017-09-30 18:55:35,346.52,37.83
o0000000000000000000000000417,2,p0000000000000000000000000106,s0000000000000000000000000000,2017-09-30 18:55:35,383.54,42.7
o0000000000000000000000000418,1,p0000000000000000000000000067,s0000000000000000000000000032,2017-08-03 07:21:34,306.08,29.52
o0000000000000000000000000418,2,p0000000000000000000000000028,s0000000000000000000000000032,2017-08-03 07:21:34,292.13,28.24
o0000000000000000000000000419,1,p0000000000000000000000000037,s0000000000000000000000000028,2018-02-08 01:47:07,214.45,20.89
o0000000000000000000000000419,2,p0000000000000000000000000094,s0000000000000000000000000028,2018-02-08 01:47:07,230.65,25.02
o0000000000000000000000000420,1,p0000000000000000000000000003,s0000000000000000000000000014,2018-05-14 23:57:20,112.66,35.31
o0000000000000000000000000421,1,p0000000000000000000000000079,s0000000000000000000000000011,2017-04-12 20:41:15,92.09,29.81
o0000000000000000000000000422,1,p0000000000000000000000000069,s0000000000000000000000000002,2018-03-07 08:50:00,226.67,23.1
o0000000000000000000000000423,1,p0000000000000000000000000016,s0000000000000000000000000017,2017-04-15 22:12:56,363.58,23.4
o0000000000000000000000000424,1,p0000000000000000000000000076,s0000000000000000000000000005,2017-04-26 22:29:13,232.9,37.67
o0000000000000000000000000425,1,p0000000000000000000000000063,s0000000000000000000000000032,2017-04-18 17:32:01,144.36,39.27
o0000000000000000000000000426,1,p0000000000000000000000000137,s0000000000000000000000000043,2017-04-21 17:11:52,331.15,34.47
o0000000000000000000000000427,1,p0000000000000000000000000106,s0000000000000000000000000010,2018-05-12 21:48:53,314.54,23.26
o0000000000000000000000000428,1,p0000000000000000000000000035,s0000000000000000000000000048,2017-08-18 09:44:12,390.29,20.45
o0000000000000000000000000428,2,p0000000000000000000000000004,s0000000000000000000000000048,2017-08-18 09:44:12,329.59,17.06
o0000000000000000000000000428,3,p0000000000000000000000000065,s0000000000000000000000000048,2017-08-18 09:44:12,126.38,18.08
o0000000000000000000000000429,1,p0000000000000000000000000155,s0000000000000000000000000049,2018-07-10 10:58:03,239.41,19.35
o0000000000000000000000000429,2,p0000000000000000000000000014,s0000000000000000000000000049,2018-07-10 10:58:03,260.18,20.65
o0000000000000000000000000430,1,p0000000000000000000000000074,s0000000000000000000000000028,2017-12-03 16:26:45,279.55,19.12
o0000000000000000000000000431,1,p0000000000000000000000000105,s0000000000000000000000000045,2017-07-17 18:28:20,177.8,31.32
o0000000000000000000000000432,1,p0000000000000000000000000028,s0000000000000000000000000040,2017-10-14 08:13:36,218.32,28.08
o0000000000000000000000000433,1,p0000000000000000000000000102,s0000000000000000000000000041,2018-01-16 00:43:37,235.0,28.91
o0000000000000000000000000434,1,p0000000000000000000000000037,s0000000000000000000000000059,2017-05-03 20:57:22,91.98,30.36
o0000000000000000000000000435,1,p0000000000000000000000000112,s0000000000000000000000000058,2018-07-30 22:35:16,59.77,34.42
o0000000000000000000000000436,1,p0000000000000000000000000125,s0000000000000000000000000037,2018-07-16 23:36:47,299.37,15.19
o0000000000000000000000000436,2,p0000000000000000000000000081,s0000000000000000000000000037,2018-07-16 23:36:47,173.07,14.31
o0000000000000000000000000437,1,p0000000000000000000000000070,s0000000000000000000000000041,2017-05-17 16:16:33,295.1,23.77
o0000000000000000000000000437,2,p0000000000000000000000000011,s0000000000000000000000000041,2017-05-17 16:16:33,66.61,19.88
o0000000000000000000000000438,1,p0000000000000000000000000046,s0000000000000000000000000011,2017-09-02 11:53:10,153.65,39.25
o0000000000000000000000000439,1,p0000000000000000000000000003,s0000000000000000000000000002,2018-05-25 17:38:48,147.28,17.03
o0000000000000000000000000440,1,p0000000000000000000000000146,s0000000000000000000000000023,2017-03-21 23:32:54,88.16,23.05
o0000000000000000000000000440,2,p0000000000000000000000000033,s0000000000000000000000000023,2017-03-21 23:32:54,324.51,22.59
o0000000000000000000000000440,3,p0000000000000000000000000021,s0000000000000000000000000023,2017-03-21 23:32:54,300.36,26.04
o0000000000000000000000000440,4,p0000000000000000000000000072,s0000000000000000000000000023,2017-03-21 23:32:54,356.12,22.36
o0000000000000000000000000441,1,p0000000000000000000000000008,s0000000000000000000000000003,2018-06-15 15:32:29,336.13,16.94
o0000000000000000000000000441,2,p0000000000000000000000000101,s0000000000000000000000000003,2018-06-15 15:32:29,137.14,18.95
o0000000000000000000000000442,1,p0000000000000000000000000124,s0000000000000000000000000021,2018-01-21 13:20:27,311.54,20.63
o0000000000000000000000000443,1,p0000000000000000000000000129,s0000000000000000000000000022,2018-02-20 20:12:46,82.85,28.12
o0000000000000000000000000444,1,p0000000000000000000000000025,s0000000000000000000000000051,2018-05-17 09:56:23,275.99,26.5
o0000000000000000000000000445,1,p0000000000000000000000000142,s0000000000000000000000000008,2018-06-04 11:46:22,271.23,9.27
o0000000000000000000000000445,2,p0000000000000000000000000156,s0000000000000000000000000008,2018-06-04 11:46:22,242.47,8.42
o0000000000000000000000000446,1,p0000000000000000000000000036,s0000000000000000000000000017,2018-05-01 19:35:44,272.83,20.83
o0000000000000000000000000447,1,p0000000000000000000000000109,s0000000000000000000000000002,2017-07-24 07:42:43,238.97,26.58
o0000000000000000000000000448,1,p0000000000000000000000000070,s0000000000000000000000000026,2018-05-01 09:53:42,363.04,18.95
o0000000000000000000000000449,1,p0000000000000000000000000027,s0000000000000000000000000036,2017-10-14 14:38:37,241.05,16.87
o0000000000000000000000000450,1,p0000000000000000000000000110,s0000000000000000000000000050,2018-03-11 05:32:55,271.6,38.44
o0000000000000000000000000451,1,p0000000000000000000000000140,s0000000000000000000000000029,2017-09-21 03:43:01,263.54,18.56
o0000000000000000000000000451,2,p0000000000000000000000000089,s0000000000000000000000000029,2017-09-21 03:43:01,315.02,15.14
o0000000000000000000000000452,1,p0000000000000000000000000112,s0000000000000000000000000024,2017-10-22 00:23:05,359.56,26.94
o0000000000000000000000000453,1,p0000000000000000000000000087,s0000000000000000000000000058,2017-02-28 07:10:04,218.74,22.33
o0000000000000000000000000453,2,p0000000000000000000000000098,s0000000000000000000000000058,2017-02-28 07:10:04,52.21,25.69
o0000000000000000000000000453,3,p0000000000000000000000000075,s0000000000000000000000000058,2017-02-28 07:10:04,250.01,25.77
o0000000000000000000000000454,1,p0000000000000000000000000106,s0000000000000000000000000000,2018-01-17 14:57:06,227.85,43.05
o0000000000000000000000000455,1,p0000000000000000000000000034,s0000000000000000000000000059,2017-08-07 20:44:14,136.81,43.46
o0000000000000000000000000456,1,p0000000000000000000000000147,s0000000000000000000000000044,2017-05-17 18:41:56,336.61,35.34
o0000000000000000000000000456,2,p0000000000000000000000000112,s0000000000000000000000000044,2017-05-17 18:41:56,204.89,35.2
o0000000000000000000000000457,1,p0000000000000000000000000115,s0000000000000000000000000045,2018-02-19 13:18:17,132.21,31.57
o0000000000000000000000000457,2,p0000000000000000000000000077,s0000000000000000000000000045,2018-02-19 13:18:17,140.25,30.8
o0000000000000000000000000458,1,p0000000000000000000000000007,s0000000000000000000000000010,2017-02-10 04:57:28,263.97,26.8
o0000000000000000000000000458,2,p0000000000000000000000000030,s0000000000000000000000000010,2017-02-10 04:57:28,140.73,24.39
o0000000000000000000000000459,1,p0000000000000000000000000024,s0000000000000000000000000014,2017-04-23 09:04:32,215.26,33.4
o0000000000000000000000000460,1,p0000000000000000000000000088,s0000000000000000000000000011,2017-11-27 18:52:48,49.62,35.32
o0000000000000000000000000461,1,p0000000000000000000000000127,s0000000000000000000000000018,2018-04-17 20:31:44,86.95,23.33
o0000000000000000000000000462,1,p0000000000000000000000000122,s0000000000000000000000000052,2017-05-29 20:01:42,326.63,36.76
o0000000000000000000000000463,1,p0000000000000000000000000096,s0000000000000000000000000048,2017-06-20 16:53:02,43.97,16.59
o0000000000000000000000000464,1,p0000000000000000000000000012,s0000000000000000000000000057,2017-04-26 22:09:23,219.31,32.77
o0000000000000000000000000465,1,p0000000000000000000000000146,s0000000000000000000000000057,2017-03-02 20:14:24,260.48,30.84
o0000000000000000000000000466,1,p0000000000000000000000000066,s0000000000000000000000000053,2018-04-25 20:49:32,354.19,15.0
o0000000000000000000000000467,1,p0000000000000000000000000057,s0000000000000000000000000044,2017-06-02 09:39:37,39.36,29.23
o0000000000000000000000000468,1,p0000000000000000000000000051,s0000000000000000000000000054,2017-06-16 23:37:37,380.68,13.07
o0000000000000000000000000469,1,p0000000000000000000000000048,s0000000000000000000000000009,2017-12-28 15:43:01,310.2,25.15
o0000000000000000000000000470,1,p0000000000000000000000000112,s0000000000000000000000000040,2017-10-25 16:13:39,38.92,13.38
o0000000000000000000000000471,1,p0000000000000000000000000145,s0000000000000000000000000043,2017-01-27 11:04:25,58.42,40.31
o0000000000000000000000000472,1,p0000000000000000000000000092,s0000000000000000000000000040,2017-10-18 13:42:16,98.85,18.77
o0000000000000000000000000473,1,p0000000000000000000000000117,s0000000000000000000000000040,2018-08-01 10:23:01,296.58,24.87
o0000000000000000000000000474,1,p0000000000000000000000000078,s0000000000000000000000000029,2018-04-05 00:35:11,94.84,16.95
o0000000000000000000000000475,1,p0000000000000000000000000144,s0000000000000000000000000044,2017-04-20 10:42:35,310.47,34.13
o0000000000000000000000000476,1,p0000000000000000000000000013,s0000000000000000000000000002,2017-11-09 20:54:24,140.63,14.6
o0000000000000000000000000476,2,p0000000000000000000000000091,s0000000000000000000000000002,2017-11-09 20:54:24,90.77,14.96
o0000000000000000000000000477,1,p0000000000000000000000000071,s0000000000000000000000000039,2017-09-02 22:22:24,279.71,40.82
o0000000000000000000000000478,1,p0000000000000000000000000125,s0000000000000000000000000059,2018-02-07 11:27:41,379.28,41.13
o0000000000000000000000000479,1,p0000000000000000000000000126,s0000000000000000000000000045,2018-07-16 13:09:33,18.19,37.38
o0000000000000000000000000479,2,p0000000000000000000000000106,s0000000000000000000000000045,2018-07-16 13:09:33,396.78,34.23
o0000000000000000000000000480,1,p0000000000000000000000000033,s0000000000000000000000000048,2017-01-30 07:11:10,350.35,23.77
o0000000000000000000000000480,2,p0000000000000000000000000002,s0000000000000000000000000048,2017-01-30 07:11:10,297.04,18.33
o0000000000000000000000000481,1,p0000000000000000000000000021,s0000000000000000000000000035,2018-07-02 17:55:19,324.52,30.24
o0000000000000000000000000482,1,p0000000000000000000000000117,s0000000000000000000000000000,2018-05-18 09:30:29,256.83,30.86
o0000000000000000000000000482,2,p0000000000000000000000000027,s0000000000000000000000000000,2018-05-18 09:30:29,249.68,29.21
o0000000000000000000000000483,1,p0000000000000000000000000151,s0000000000000000000000000045,2017-04-27 18:50:42,347.62,30.8
o0000000000000000000000000483,2,p0000000000000000000000000047,s0000000000000000000000000045,2017-04-27 18:50:42,208.94,30.91
o0000000000000000000000000483,3,p0000000000000000000000000050,s0000000000000000000000000045,2017-04-27 18:50:42,114.15,35.7
o0000000000000000000000000483,4,p0000000000000000000000000147,s0000000000000000000000000045,2017-04-27 18:50:42,389.42,34.63
o0000000000000000000000000484,1,p0000000000000000000000000016,s0000000000000000000000000041,2018-03-07 10:50:42,35.91,30.22
o0000000000000000000000000484,2,p0000000000000000000000000015,s0000000000000000000000000041,2018-03-07 10:50:42,252.5,32.16
o0000000000000000000000000484,3,p0000000000000000000000000020,s0000000000000000000000000041,2018-03-07 10:50:42,273.53,32.64
o0000000000000000000000000485,1,p0000000000000000000000000043,s0000000000000000000000000019,2018-04-17 19:23:19,28.57,20.85
o0000000000000000000000000485,2,p0000000000000000000000000119,s0000000000000000000000000019,2018-04-17 19:23:19,353.43,20.68
o0000000000000000000000000486,1,p0000000000000000000000000047,s0000000000000000000000000025,2018-07-30 16:46:36,96.19,26.71
o0000000000000000000000000487,1,p0000000000000000000000000122,s0000000000000000000000000042,2018-07-09 09:05:07,247.83,39.28
o0000000000000000000000000488,1,p0000000000000000000000000121,s0000000000000000000000000018,2017-03-16 13:06:20,36.49,18.72
o0000000000000000000000000489,1,p0000000000000000000000000156,s0000000000000000000000000020,2018-02-13 08:52:30,103.96,27.22
o0000000000000000000000000489,2,p0000000000000000000000000125,s0000000000000000000000000020,2018-02-13 08:52:30,230.56,27.64
o0000000000000000000000000490,1,p0000000000000000000000000015,s0000000000000000000000000012,2017-02-12 06:33:28,195.81,23.91
o0000000000000000000000000490,2,p0000000000000000000000000000,s0000000000000000000000000012,2017-02-12 06:33:28,138.96,27.51
o0000000000000000000000000491,1,p0000000000000000000000000108,s0000000000000000000000000012,2018-03-05 04:59:37,283.85,32.8
o0000000000000000000000000492,1,p0000000000000000000000000155,s0000000000000000000000000020,2017-04-05 05:13:43,187.89,17.15
o0000000000000000000000000493,1,p0000000000000000000000000014,s0000000000000000000000000002,2017-07-12 09:33:35,292.44,28.68
o0000000000000000000000000493,2,p0000000000000000000000000127,s0000000000000000000000000002,2017-07-12 09:33:35,36.78,24.81
o0000000000000000000000000494,1,p0000000000000000000000000114,s0000000000000000000000000025,2017-11-05 00:41:08,73.72,39.15
o0000000000000000000000000494,2,p0000000000000000000000000066,s0000000000000000000000000025,2017-11-05 00:41:08,100.23,34.91
o0000000000000000000000000495,1,p0000000000000000000000000010,s0000000000000000000000000018,2017-08-23 09:35:18,89.65,18.42
o0000000000000000000000000496,1,p0000000000000000000000000051,s0000000000000000000000000039,2017-01-10 13:53:01,304.62,33.2
o0000000000000000000000000497,1,p0000000000000000000000000054,s0000000000000000000000000059,2017-08-15 18:15:24,356.02,41.9
o0000000000000000000000000497,2,p0000000000000000000000000092,s0000000000000000000000000059,2017-08-15 18:15:24,191.95,40.88
o0000000000000000000000000497,3,p0000000000000000000000000058,s0000000000000000000000000059,2017-08-15 18:15:24,231.94,42.3
o0000000000000000000000000498,1,p0000000000000000000000000027,s0000000000000000000000000030,2018-03-15 16:31:25,355.15,19.85
o0000000000000000000000000499,1,p0000000000000000000000000077,s0000000000000000000000000026,2018-05-25 11:50:27,67.03,18.52
o0000000000000000000000000499,2,p0000000000000000000000000052,s0000000000000000000000000026,2018-05-25 11:50:27,58.69,19.6
o0000000000000000000000000500,1,p0000000000000000000000000096,s0000000000000000000000000004,2017-01-16 22:28:14,23.6,36.96
o0000000000000000000000000500,2,p0000000000000000000000000119,s0000000000000000000000000004,2017-01-16 22:28:14,172.02,39.81
o0000000000000000000000000501,1,p0000000000000000000000000012,s0000000000000000000000000036,2018-08-03 05:02:48,123.17,21.63
o0000000000000000000000000501,2,p0000000000000000000000000094,s0000000000000000000000000036,2018-08-03 05:02:48,189.03,23.94
o0000000000000000000000000502,1,p0000000000000000000000000022,s0000000000000000000000000056,2017-04-01 10:30:39,245.63,28.45
o0000000000000000000000000503,1,p0000000000000000000000000101,s0000000000000000000000000010,2017-11-14 03:27:15,43.72,26.21
o0000000000000000000000000503,2,p0000000000000000000000000028,s0000000000000000000000000010,2017-11-14 03:27:15,396.32,26.96
o0000000000000000000000000503,3,p0000000000000000000000000133,s0000000000000000000000000010,2017-11-14 03:27:15,52.28,23.72
o0000000000000000000000000504,1,p0000000000000000000000000116,s0000000000000000000000000036,2018-01-19 11:23:26,72.41,18.47
o0000000000000000000000000505,1,p0000000000000000000000000018,s0000000000000000000000000012,2018-01-06 10:56:41,38.0,23.4
o0000000000000000000000000506,1,p0000000000000000000000000121,s0000000000000000000000000031,2017-12-26 17:47:37,346.14,27.48
o0000000000000000000000000506,2,p0000000000000000000000000137,s0000000000000000000000000031,2017-12-26 17:47:37,310.68,27.71
o0000000000000000000000000506,3,p0000000000000000000000000150,s0000000000000000000000000031,2017-12-26 17:47:37,252.65,27.28
o0000000000000000000000000506,4,p0000000000000000000000000125,s0000000000000000000000000031,2017-12-26 17:47:37,397.92,27.45
o0000000000000000000000000507,1,p0000000000000000000000000007,s0000000000000000000000000013,2018-03-27 23:50:14,374.99,38.99
o0000000000000000000000000507,2,p0000000000000000000000000128,s0000000000000000000000000013,2018-03-27 23:50:14,82.32,37.97
o0000000000000000000000000508,1,p0000000000000000000000000124,s0000000000000000000000000007,2017-06-25 07:21:46,108.63,29.51
o0000000000000000000000000508,2,p0000000000000000000000000045,s0000000000000000000000000007,2017-06-25 07:21:46,311.72,27.45
o0000000000000000000000000509,1,p0000000000000000000000000027,s0000000000000000000000000001,2017-08-07 22:59:29,174.43,12.82
o0000000000000000000000000509,2,p0000000000000000000000000111,s0000000000000000000000000001,2017-08-07 22:59:29,228.23,15.15
o0000000000000000000000000510,1,p0000000000000000000000000047,s0000000000000000000000000028,2017-12-01 09:47:49,237.86,18.03
o0000000000000000000000000510,2,p0000000000000000000000000010,s0000000000000000000000000028,2017-12-01 09:47:49,102.11,18.22
o0000000000000000000000000511,1,p0000000000000000000000000138,s0000000000000000000000000030,2018-04-11 14:12:05,345.17,18.88
o0000000000000000000000000512,1,p0000000000000000000000000101,s0000000000000000000000000016,2017-08-04 05:28:29,22.73,32.68
o0000000000000000000000000513,1,p0000000000000000000000000143,s0000000000000000000000000031,2017-05-24 20:23:58,44.92,35.16
o0000000000000000000000000513,2,p0000000000000000000000000037,s0000000000000000000000000031,2017-05-24 20:23:58,311.89,30.05
o0000000000000000000000000514,1,p0000000000000000000000000023,s0000000000000000000000000053,2017-10-15 14:59:50,280.27,16.48
o0000000000000000000000000514,2,p0000000000000000000000000136,s0000000000000000000000000053,2017-10-15 14:59:50,212.6,14.42
o0000000000000000000000000515,1,p0000000000000000000000000075,s0000000000000000000000000038,2018-02-01 01:32:47,85.71,27.54
o0000000000000000000000000516,1,p0000000000000000000000000100,s0000000000000000000000000021,2017-12-18 00:09:29,199.93,19.92
o0000000000000000000000000517,1,p0000000000000000000000000125,s0000000000000000000000000036,2017-12-07 07:43:36,242.97,22.0
o0000000000000000000000000518,1,p0000000000000000000000000145,s0000000000000000000000000059,2017-06-09 09:57:03,35.23,38.36
o0000000000000000000000000518,2,p0000000000000000000000000159,s0000000000000000000000000059,2017-06-09 09:57:03,291.19,39.4
o0000000000000000000000000519,1,p0000000000000000000000000031,s0000000000000000000000000010,2017-11-16 00:14:36,49.13,28.59
o0000000000000000000000000520,1,p0000000000000000000000000098,s0000000000000000000000000054,2017-09-21 17:05:05,342.03,11.31
o0000000000000000000000000521,1,p0000000000000000000000000053,s0000000000000000000000000038,2017-08-10 07:09:24,96.56,25.38
o0000000000000000000000000521,2,p0000000000000000000000000070,s0000000000000000000000000038,2017-08-10 07:09:24,108.52,25.0
o0000000000000000000000000522,1,p0000000000000000000000000058,s0000000000000000000000000046,2017-08-13 08:45:40,116.42,20.13
o0000000000000000000000000523,1,p0000000000000000000000000075,s0000000000000000000000000044,2018-06-16 22:44:45,66.95,35.05
o0000000000000000000000000524,1,p0000000000000000000000000025,s0000000000000000000000000051,2018-06-06 23:39:33,116.39,23.71
